product_id,name,price,category,price_numeric,skin_type,concern,image,shopee_link
140,The Originote Brightening Facial Wash,Rp39.000,Facial Wash,39000,Oily,General Care,images/default.jpg,https://shopee.co.id/search?keyword=The%2BOriginote%2BBrightening%2BFacial%2BWash
141,Garnier Bright Complete Foam,Rp45.000,Facial Wash,45000,Oily,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Garnier%2BBright%2BComplete%2BFoam
142,Ponds Bright Beauty Facial Foam,Rp39.000,Facial Wash,39000,Oily,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Ponds%2BBright%2BBeauty%2BFacial%2BFoam
143,Cetaphil Gentle Skin Cleanser 125ml,Rp99.000,Facial Wash,99000,Oily,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Cetaphil%2BGentle%2BSkin%2BCleanser%2B125ml
144,Cosrx Low pH Good Morning Gel Cleanser,Rp189.000,Facial Wash,189000,Oily,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Cosrx%2BLow%2BpH%2BGood%2BMorning%2BGel%2BCleanser
145,Some By Mi AHA BHA PHA 30 Days Miracle Cleansing Bar,Rp149.000,Facial Wash,149000,Oily,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Some%2BBy%2BMi%2BAHA%2BBHA%2BPHA%2B30%2BDays%2BMiracle%2BCleansing%2BBar
146,Hada Labo Perfect Gel Face Wash,Rp129.000,Facial Wash,129000,Oily,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Hada%2BLabo%2BPerfect%2BGel%2BFace%2BWash
147,Kahf Energizing Face Wash,Rp59.000,Facial Wash,59000,Oily,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Kahf%2BEnergizing%2BFace%2BWash
148,Npure Centella Asiatica Facial Wash,Rp79.000,Facial Wash,79000,Oily,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Npure%2BCentella%2BAsiatica%2BFacial%2BWash
149,Skintific Aqua Light Sunscreen SPF 50+ PA++++,Rp139.000,Sunscreen,139000,Sensitive,UV Protection,images/sunscreen.jpg,https://shopee.co.id/search?keyword=Skintific%2BAqua%2BLight%2BSunscreen%2BSPF%2B50%2B%2BPA%2B%2B%2B%2B
150,Somethinc Mineral Glow Sunscreen SPF 50 PA++++,Rp149.000,Sunscreen,149000,Sensitive,UV Protection,images/sunscreen.jpg,https://shopee.co.id/search?keyword=Somethinc%2BMineral%2BGlow%2BSunscreen%2BSPF%2B50%2BPA%2B%2B%2B%2B
151,Wardah UV Shield Essential Sunscreen SPF 30,Rp79.000,Sunscreen,79000,Sensitive,UV Protection,images/sunscreen.jpg,https://shopee.co.id/search?keyword=Wardah%2BUV%2BShield%2BEssential%2BSunscreen%2BSPF%2B30
152,Azarine Hydrasoothe Sunscreen SPF 45 PA+++,Rp79.000,Sunscreen,79000,Sensitive,UV Protection,images/sunscreen.jpg,https://shopee.co.id/search?keyword=Azarine%2BHydrasoothe%2BSunscreen%2BSPF%2B45%2BPA%2B%2B%2B
153,Emina Sun Protection SPF 30,Rp49.000,Sunscreen,49000,Sensitive,UV Protection,images/sunscreen.jpg,https://shopee.co.id/search?keyword=Emina%2BSun%2BProtection%2BSPF%2B30
154,Glad2Glow SPF 50 PA++++ Sunscreen,Rp79.000,Sunscreen,79000,Sensitive,UV Protection,images/sunscreen.jpg,https://shopee.co.id/search?keyword=Glad2Glow%2BSPF%2B50%2BPA%2B%2B%2B%2B%2BSunscreen
155,The Originote Ceramide Sunscreen SPF 50,Rp59.000,Sunscreen,59000,Sensitive,UV Protection,images/sunscreen.jpg,https://shopee.co.id/search?keyword=The%2BOriginote%2BCeramide%2BSunscreen%2BSPF%2B50
156,Avoskin Photosynthesis Brightening Serum SPF 50,Rp199.000,Sunscreen,199000,Sensitive,UV Protection,images/sunscreen.jpg,https://shopee.co.id/search?keyword=Avoskin%2BPhotosynthesis%2BBrightening%2BSerum%2BSPF%2B50
157,Npure Cica Sunscreen SPF 50,Rp99.000,Sunscreen,99000,Sensitive,UV Protection,images/sunscreen.jpg,https://shopee.co.id/search?keyword=Npure%2BCica%2BSunscreen%2BSPF%2B50
158,Garnier UV INVISIBLE Super UV Serum SPF 50+,Rp99.000,Sunscreen,99000,Sensitive,UV Protection,images/sunscreen.jpg,https://shopee.co.id/search?keyword=Garnier%2BUV%2BINVISIBLE%2BSuper%2BUV%2BSerum%2BSPF%2B50%2B
159,Skin1004 Hyalu-Cica Water-Fit Sun Serum SPF 50+,Rp179.000,Sunscreen,179000,Sensitive,UV Protection,images/sunscreen.jpg,https://shopee.co.id/search?keyword=Skin1004%2BHyalu-Cica%2BWater-Fit%2BSun%2BSerum%2BSPF%2B50%2B
160,Cosrx Aloe Soothing Sun Cream SPF 50,Rp249.000,Sunscreen,249000,Sensitive,UV Protection,images/sunscreen.jpg,https://shopee.co.id/search?keyword=Cosrx%2BAloe%2BSoothing%2BSun%2BCream%2BSPF%2B50
161,Bioré UV Aqua Rich Watery Essence SPF 50+,Rp149.000,Sunscreen,149000,Sensitive,UV Protection,images/sunscreen.jpg,https://shopee.co.id/search?keyword=Bior%C3%A9%2BUV%2BAqua%2BRich%2BWatery%2BEssence%2BSPF%2B50%2B
162,Kahf Everyday Face Shield Sunscreen SPF 35,Rp79.000,Sunscreen,79000,Sensitive,UV Protection,images/sunscreen.jpg,https://shopee.co.id/search?keyword=Kahf%2BEveryday%2BFace%2BShield%2BSunscreen%2BSPF%2B35
163,Skintific Mugwort Clay Mask,Rp109.000,Face Mask,109000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Skintific%2BMugwort%2BClay%2BMask
164,Somethinc Mugwort Pore Clarifying Mask,Rp129.000,Face Mask,129000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Somethinc%2BMugwort%2BPore%2BClarifying%2BMask
165,Wardah Lightening Creamy Foam Mask,Rp65.000,Face Mask,65000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Wardah%2BLightening%2BCreamy%2BFoam%2BMask
166,Emina Bright Stuff Masker,Rp35.000,Face Mask,35000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Emina%2BBright%2BStuff%2BMasker
167,Hanasui Mask Sheet,Rp10.000,Face Mask,10000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Hanasui%2BMask%2BSheet
168,Implora Gold Sheet Mask,Rp9.000,Face Mask,9000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Implora%2BGold%2BSheet%2BMask
169,Ms Glow Sheet Mask Brightening,Rp35.000,Face Mask,35000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Ms%2BGlow%2BSheet%2BMask%2BBrightening
170,Garnier Sakura White Sheet Mask,Rp12.000,Face Mask,12000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Garnier%2BSakura%2BWhite%2BSheet%2BMask
171,Garnier Light Complete Sheet Mask,Rp12.000,Face Mask,12000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Garnier%2BLight%2BComplete%2BSheet%2BMask
172,The Originote Niacinamide Sheet Mask,Rp15.000,Face Mask,15000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=The%2BOriginote%2BNiacinamide%2BSheet%2BMask
173,Azarine Sheet Mask Centella,Rp15.000,Face Mask,15000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Azarine%2BSheet%2BMask%2BCentella
174,Glad2Glow Niacinamide Sheet Mask,Rp15.000,Face Mask,15000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Glad2Glow%2BNiacinamide%2BSheet%2BMask
175,Npure Centella Sheet Mask,Rp25.000,Face Mask,25000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Npure%2BCentella%2BSheet%2BMask
176,Some By Mi Miracle Tone Erasing Glow Mask,Rp25.000,Face Mask,25000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Some%2BBy%2BMi%2BMiracle%2BTone%2BErasing%2BGlow%2BMask
177,Cosrx Acne Pimple Master Patch,Rp89.000,Face Mask,89000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Cosrx%2BAcne%2BPimple%2BMaster%2BPatch
178,Skin1004 Centella Ampoule Sheet Mask,Rp20.000,Face Mask,20000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Skin1004%2BCentella%2BAmpoule%2BSheet%2BMask
179,Dear Me Beauty Niacinamide Sheet Mask,Rp15.000,Face Mask,15000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Dear%2BMe%2BBeauty%2BNiacinamide%2BSheet%2BMask
180,BIOAQUA Collagen Sheet Mask,Rp8.000,Face Mask,8000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=BIOAQUA%2BCollagen%2BSheet%2BMask
181,Somethinc AHA BHA 10% Pore Clarifying Serum,Rp149.000,Exfoliator,149000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Somethinc%2BAHA%2BBHA%2B10%25%2BPore%2BClarifying%2BSerum
182,Skintific Exfoliating Toner,Rp109.000,Exfoliator,109000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Skintific%2BExfoliating%2BToner
183,Emina Bright Stuff Brightening Scrub,Rp39.000,Exfoliator,39000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Emina%2BBright%2BStuff%2BBrightening%2BScrub
184,Wardah Crystal Secret Brightening Scrub,Rp65.000,Exfoliator,65000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Wardah%2BCrystal%2BSecret%2BBrightening%2BScrub
185,Garnier Bright Complete Scrub,Rp49.000,Exfoliator,49000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Garnier%2BBright%2BComplete%2BScrub
186,Some By Mi AHA BHA PHA Toner 30 Days,Rp179.000,Exfoliator,179000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Some%2BBy%2BMi%2BAHA%2BBHA%2BPHA%2BToner%2B30%2BDays
187,Npure Centella Asiatica Peeling Serum,Rp99.000,Exfoliator,99000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Npure%2BCentella%2BAsiatica%2BPeeling%2BSerum
188,Skintific 5X Ceramide Skin Barrier Treatment Essence,Rp149.000,Essence,149000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Skintific%2B5X%2BCeramide%2BSkin%2BBarrier%2BTreatment%2BEssence
189,Hada Labo Shirojyun Ultimate Whitening Lotion,Rp179.000,Essence,179000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Hada%2BLabo%2BShirojyun%2BUltimate%2BWhitening%2BLotion
190,Somethinc SABI Bright Essence,Rp139.000,Essence,139000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Somethinc%2BSABI%2BBright%2BEssence
191,Dear Me Beauty Brightening Essence,Rp109.000,Essence,109000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Dear%2BMe%2BBeauty%2BBrightening%2BEssence
192,Avoskin Miraculous Refining Treatment Essence,Rp189.000,Essence,189000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Avoskin%2BMiraculous%2BRefining%2BTreatment%2BEssence
193,The Originote Hyalucera Essence,Rp55.000,Essence,55000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=The%2BOriginote%2BHyalucera%2BEssence
194,Npure Propolis Synergy Treatment,Rp129.000,Essence,129000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Npure%2BPropolis%2BSynergy%2BTreatment
195,Ms Glow Brightening Treatment Essence,Rp145.000,Essence,145000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Ms%2BGlow%2BBrightening%2BTreatment%2BEssence
196,Benzolac 5% Acne Gel,Rp45.000,Acne Treatment,45000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Benzolac%2B5%25%2BAcne%2BGel
197,Dalacin T Topical Solution,Rp89.000,Acne Treatment,89000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Dalacin%2BT%2BTopical%2BSolution
198,Somethinc Holystar Blemish Touch,Rp99.000,Acne Treatment,99000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Somethinc%2BHolystar%2BBlemish%2BTouch
199,Skintific Acne Spot Gel,Rp89.000,Acne Treatment,89000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Skintific%2BAcne%2BSpot%2BGel
200,Azarine Acne Spot Gel,Rp49.000,Acne Treatment,49000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Azarine%2BAcne%2BSpot%2BGel
201,Emina Acne Solution Spot Gel,Rp35.000,Acne Treatment,35000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Emina%2BAcne%2BSolution%2BSpot%2BGel
202,Wardah Acnederm Acne Spot Gel,Rp55.000,Acne Treatment,55000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Wardah%2BAcnederm%2BAcne%2BSpot%2BGel
203,Cosrx Acne Pimple Master Patch 24 patches,Rp79.000,Acne Treatment,79000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Cosrx%2BAcne%2BPimple%2BMaster%2BPatch%2B24%2Bpatches
204,Some By Mi Snail Truecica Miracle Repair Serum,Rp199.000,Acne Treatment,199000,Normal,General Care,images/default.jpg,https://shopee.co.id/search?keyword=Some%2BBy%2BMi%2BSnail%2BTruecica%2BMiracle%2BRepair%2BSerum
